internal_company_id,internal_company_name,internal_domain,internal_country,external_provider,external_provider_commit,external_ats_family,external_company_name,external_slug,external_url,match_class,match_basis,confidence_reason,verified,verified_at,jrc_support,source_multiplicity
EMP-00020,HSBC Bank Australia,hsbc.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,eightfold,HSBC,hsbc,https://hsbc.eightfold.ai/careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,DECLARATIVE_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00026,PayPal Australia,paypal.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,eightfold,PayPal,paypal,https://paypal.eightfold.ai/careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,DECLARATIVE_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00026,PayPal Australia,paypal.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,PayPal,paypal/jobs,https://paypal.wd1.myworkdayjobs.com/jobs,HIGH_CONFIDENCE,URL_EXACT,internal resolved portal URL equals external board URL,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00027,Rabobank Australia,rabobank.com.au,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Rabobank,rabobank/jobs,https://rabobank.wd3.myworkdayjobs.com/jobs,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00029,Suncorp Bank,suncorpbank.com.au,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,successfactors,ANZ Banking Careers,anzbanking,https://careers.anz.com,HIGH_CONFIDENCE,URL_EXACT,internal resolved portal URL equals external board URL,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00030,Wise Australia,wise.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,smartrecruiters,Wise,Wise,https://careers.smartrecruiters.com/Wise,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00105,Shell Energy Australia,shell.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Work at Shell,shell/shellcareers,https://shell.wd3.myworkdayjobs.com/shellcareers,HIGH_CONFIDENCE,URL_EXACT,internal resolved portal URL equals external board URL,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00119,Avant Insurance,avant.org.au,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Avant,avant/external_careers,https://avant.wd503.myworkdayjobs.com/external_careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00120,Chubb Insurance Australia,chubb.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,hrmos,Chubb損害保険株式会社,chubb,https://hrmos.co/pages/chubb/jobs,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00137,Swiss Re Australia,swissre.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,successfactors,Swiss Re,careers,https://careers.swissre.com,HIGH_CONFIDENCE,URL_EXACT,internal resolved portal URL equals external board URL,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00143,Alcoa Australia,alcoa.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Alcoa,alcoa/careers,https://alcoa.wd5.myworkdayjobs.com/careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00154,Newmont Australia,newmont.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,successfactors,Newmont,newmont,https://newmont.jobs2web.com,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00159,South32,south32.net,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,successfactors,South32 Group Operations Pty Ltd,careers,https://careers.south32.net,HIGH_CONFIDENCE,URL_EXACT,internal resolved portal URL equals external board URL,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00160,Thiess,thiess.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,greenhouse,Thiess,thiess,https://job-boards.greenhouse.io/thiess,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00162,Yancoal Australia,yancoal.com.au,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,successfactors,Yancoal,careers,https://careers.yancoal.com.au,HIGH_CONFIDENCE,URL_EXACT,internal resolved portal URL equals external board URL,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00163,Accenture Australia,accenture.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,bamboohr,accenture,accenture,https://accenture.bamboohr.com/careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00163,Accenture Australia,accenture.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,breezy,Accenture,accenture,https://accenture.breezy.hr,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00163,Accenture Australia,accenture.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,join_com,Accenture,accenture,https://join.com/companies/accenture,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00163,Accenture Australia,accenture.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,pinpoint,Accenture,accenture,https://accenture.pinpointhq.com,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00163,Accenture Australia,accenture.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,smartrecruiters,accenture,accenture,https://careers.smartrecruiters.com/accenture,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00163,Accenture Australia,accenture.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workable,Accenture,accenture,https://apply.workable.com/accenture,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00163,Accenture Australia,accenture.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Accenture,accenture/accenturecareers,https://accenture.wd103.myworkdayjobs.com/accenturecareers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00202,AWS – Amazon Web Services,amazon.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,breezy,Amazon,amazon,https://amazon.breezy.hr,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00202,AWS – Amazon Web Services,amazon.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,personio,amazon,amazon,https://amazon.jobs.personio.com,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00202,AWS – Amazon Web Services,amazon.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,smartrecruiters,Amazon,amazon,https://careers.smartrecruiters.com/amazon,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00202,AWS – Amazon Web Services,amazon.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workable,Amazon,amazon,https://apply.workable.com/amazon,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00204,Canva,canva.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,smartrecruiters,Canva,canva,https://careers.smartrecruiters.com/canva,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00204,Canva,canva.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,teamtailor,Canva,canva,https://canva.teamtailor.com,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00241,Shopify,shopify.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,teamtailor,shopify,shopify,https://shopify.teamtailor.com,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00253,Telstra,telstra.com.au,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Telstra,telstra/telstra_careers,https://telstra.wd3.myworkdayjobs.com/Telstra_Careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00261,Cisco Systems Australia,cisco.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Cisco,cisco/cisco_careers,https://cisco.wd5.myworkdayjobs.com/cisco_careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00263,Ericsson Australia,ericsson.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,eightfold,Ericsson,ericsson,https://ericsson.eightfold.ai/careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,DECLARATIVE_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00263,Ericsson Australia,ericsson.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,smartrecruiters,Ericsson,ericsson,https://careers.smartrecruiters.com/ericsson,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00263,Ericsson Australia,ericsson.com,Australia,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,successfactors,Ericsson,Ericsson,https://career2.successfactors.eu/career?company=Ericsson,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00280,Apple,apple.com,Australia | EU / Europe | USA,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workable,Apple,apple,https://apply.workable.com/apple,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00283,Atlassian,atlassian.com,Australia | Multi-region,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,teamtailor,Atlassian,atlassian,https://atlassian.teamtailor.com,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00285,Stripe,stripe.com,Australia | Multi-region,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,greenhouse,Stripe,stripe,https://job-boards.greenhouse.io/stripe,HIGH_CONFIDENCE,URL_EXACT,internal resolved portal URL equals external board URL,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00286,NEXTDC,nextdc.com,Australia | Multi-region,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,smartrecruiters,NEXTDC,nextdc,https://careers.smartrecruiters.com/nextdc,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00287,Cloudflare,cloudflare.com,Australia | Multi-region | Canada,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,greenhouse,Cloudflare,cloudflare,https://job-boards.greenhouse.io/cloudflare,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00287,Cloudflare,cloudflare.com,Australia | Multi-region | Canada,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,smartrecruiters,Cloudflare,cloudflare,https://careers.smartrecruiters.com/cloudflare,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00291,Resmed,resmed.com,Australia | Multi-region | USA,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Resmed (MatrixCare External Careers),resmed/MatrixCare_External_Careers,https://resmed.wd3.myworkdayjobs.com/MatrixCare_External_Careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00291,Resmed,resmed.com,Australia | Multi-region | USA,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Resmed,resmed/resmed_external_careers,https://resmed.wd3.myworkdayjobs.com/resmed_external_careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00292,Block,block.xyz,Australia | Multi-region | USA,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,greenhouse,Block,block,https://job-boards.greenhouse.io/block,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00299,Uber,uber.com,Australia | USA,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,teamtailor,Uber,uber,https://uber.teamtailor.com,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00300,Adobe,adobe.com,Australia | USA,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,breezy,Adobe - Contract,adobe,https://adobe.breezy.hr,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00300,Adobe,adobe.com,Australia | USA,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,teamtailor,adobe,adobe,https://adobe.teamtailor.com,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00300,Adobe,adobe.com,Australia | USA,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Adobe,adobe/external_experienced,https://adobe.wd5.myworkdayjobs.com/external_experienced,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00304,Coinbase,coinbase.com,Australia | USA | UK,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,greenhouse,Coinbase,coinbase,https://job-boards.greenhouse.io/coinbase,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00329,Generali Bank AG,generali.com,Austria,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,teamtailor,Generali,generali,https://generali.teamtailor.com,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00345,Santander Consumer Bank Austria,santander.com,Austria,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Santander,santander/santandercareers,https://santander.wd3.myworkdayjobs.com/santandercareers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00443,Chubb Austria,chubb.com,Austria,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,hrmos,Chubb損害保険株式会社,chubb,https://hrmos.co/pages/chubb/jobs,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00448,Generali Versicherung Austria,generali.com,Austria,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,teamtailor,Generali,generali,https://generali.teamtailor.com,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00495,Santander Consumer Finance Belgium,santander.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Santander,santander/santandercareers,https://santander.wd3.myworkdayjobs.com/santandercareers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00496,Worldline Belgium,worldline.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,successfactors,Worldline,jobs,https://jobs.worldline.com,HIGH_CONFIDENCE,URL_EXACT,internal resolved portal URL equals external board URL,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00497,Accenture Belgium,accenture.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,bamboohr,accenture,accenture,https://accenture.bamboohr.com/careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00497,Accenture Belgium,accenture.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,breezy,Accenture,accenture,https://accenture.breezy.hr,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00497,Accenture Belgium,accenture.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,join_com,Accenture,accenture,https://join.com/companies/accenture,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00497,Accenture Belgium,accenture.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,pinpoint,Accenture,accenture,https://accenture.pinpointhq.com,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00497,Accenture Belgium,accenture.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,smartrecruiters,accenture,accenture,https://careers.smartrecruiters.com/accenture,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00497,Accenture Belgium,accenture.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workable,Accenture,accenture,https://apply.workable.com/accenture,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00497,Accenture Belgium,accenture.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Accenture,accenture/accenturecareers,https://accenture.wd103.myworkdayjobs.com/accenturecareers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00500,Atos Belgium,atos.net,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,successfactors,Atos,jobs,https://jobs.atos.net,HIGH_CONFIDENCE,URL_EXACT,internal resolved portal URL equals external board URL,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00509,Deloitte Belgium,deloitte.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,eightfold,Deloitte,deloitte,https://deloitte.eightfold.ai/careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,DECLARATIVE_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00510,EY Belgium,ey.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,successfactors,Careers at EY: search jobs,EYHRISPRD1,https://careers.ey.com,HIGH_CONFIDENCE,URL_EXACT,internal resolved portal URL equals external board URL,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00515,KPMG Belgium,kpmg.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,moka,KPMG,kpmg/74216,https://app.mokahr.com/social-recruitment/kpmg/74216,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00515,KPMG Belgium,kpmg.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,successfactors,Kpmg,KPMGHITPRD,https://careers.kpmg.it,HIGH_CONFIDENCE,URL_EXACT,internal resolved portal URL equals external board URL,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00516,Mastercard Europe,mastercard.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,smartrecruiters,MasterCard,mastercard,https://careers.smartrecruiters.com/mastercard,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00516,Mastercard Europe,mastercard.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Mastercard,mastercard/corporatecareers,https://mastercard.wd1.myworkdayjobs.com/corporatecareers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00547,Chubb Belgium,chubb.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,hrmos,Chubb損害保険株式会社,chubb,https://hrmos.co/pages/chubb/jobs,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,UNSUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00565,AbbVie Belgium,abbvie.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,smartrecruiters,AbbVie,abbvie,https://careers.smartrecruiters.com/abbvie,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00571,Amgen Belgium,amgen.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Amgen,amgen/careers,https://amgen.wd1.myworkdayjobs.com/careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00574,AstraZeneca Belgium,astrazeneca.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,eightfold,AstraZeneca,astrazeneca,https://astrazeneca.eightfold.ai/careers,HIGH_CONFIDENCE,DOMAIN_EXACT,eightfold registry domain equals internal corporate domain,false,,DECLARATIVE_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00574,AstraZeneca Belgium,astrazeneca.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,AstraZeneca,astrazeneca/careers,https://astrazeneca.wd3.myworkdayjobs.com/careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00575,BASF Antwerpen,basf.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,successfactors,Basf,basf,https://basf.jobs,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00598,MSD Animal Health Belgium,merck.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,phenom,Merck,,https://jobs.merck.com,HIGH_CONFIDENCE,URL_EXACT,internal resolved portal URL equals external board URL,false,,LEGACY_SUPPORTED,SINGLE_SOURCE_CANDIDATE
EMP-00600,Novartis Manufacturing Belgium,novartis.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Novartis,novartis/novartis_careers,https://novartis.wd3.myworkdayjobs.com/novartis_careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
EMP-00601,Novartis Pharma Belgium,novartis.com,Belgium,ats-scrapers,6b44a1badc9bfbf5cf176f75265cc5729e520e99,workday,Novartis,novartis/novartis_careers,https://novartis.wd3.myworkdayjobs.com/novartis_careers,HIGH_CONFIDENCE,SLUG_PLUS_NAME,board slug/host token equals domain company token + compatible names,false,,LEGACY_SUPPORTED,MULTI_SOURCE_CANDIDATE
